"id","accessCode","itemID","userID","participantID","task","sesID","instanceID","nihScore","dataTimestamp","trialsCount","trialsCorrect","nihAccuracy","nihAccPass","nihRTScore","nondominant_cntTotal","nondominant_cntCorrect","nondominant_rtMean","nondominant_rtMedian","nondominant_rtStDev","nondominant_nihMedian","nondominant_accuracy_Fieldname","dominant_cntTotal","dominant_cntCorrect","dominant_rtMean","dominant_rtMedian","dominant_rtStDev","dominant_nihMedian","dominant_accuracy_Fieldname","reportDate"
"484","PUF18a","3300","17296","NA","dccs","l71cloqtbums6t5s369qnljv97","pub_TL6bsAdvNo","7.3865","2018-10-09 10:08:34","40","36","5","1","2.8865","7","5","827.6","794","116.792","794","0.714286","23","21","679.524","636","207.729","629","0.913043","2019-03-20 16:01:15"
"483","PUF18a","3300","17035","NA","dccs","15msjq0uoc7icpbpmtk6nh8s14","pub_swkCfIKntQ","7.4669","2018-10-09 10:11:16","40","38","5","1","2.7169","7","6","891.167","858.5","253.288","858.5","0.857143","23","22","723.818","656","194.611","656","0.956522","2019-03-20 16:01:13"
"482","PUF18a","3300","17035","NA","dccs","ohh7p6m7b4pv1f81tpbhf3t2k5","pub_S2s8Rcv-ox","7.53","2018-10-09 10:24:01","32","29","5","1","2.99875","5","3","673","754","162.428","754","0.6","17","16","1664.12","927","2061.26","812","0.941176","2019-03-20 16:01:12"
"481","PUF18a","3300","17041","NA","dccs","8gpddqoai248buat9rea9kv1c3","pub_Zb3J6GGgEZ","7.35945","2018-10-09 10:09:51","40","39","5","1","2.48445","7","6","853.667","955.5","247.388","955.5","0.857143","23","23","958.652","715","572.407","715","1","2019-03-20 16:01:10"
"480","PUF18a","3300","17038","NA","dccs","c29rs84p67ehilf2nqstgnjbi1","pub_38vNYcD_6a","8.01661","2018-10-09 10:09:11","40","38","5","1","3.26661","7","6","633.333","666.5","106.991","666.5","0.857143","23","22","721.818","586.5","346.236","586.5","0.956522","2019-03-20 16:01:08"
"479","PUF18a","3300","17037","NA","dccs","ecedq66ipdgps086s8ih7gd255","pub_hFkED3fdVK","7.09159","2018-10-09 10:10:23","40","36","5","1","2.59159","7","6","1028.17","909.5","333.505","909.5","0.857143","23","20","1197.05","1119","570.876","1117","0.869565","2019-03-20 16:01:02"
"478","PUF18a","3300","17042","NA","dccs","0lpiau74gku7r9vpleds7ku143","pub_CT3jAzThIT","8.90473","2018-10-09 10:09:23","40","37","5","1","4.27973","7","7","492.571","418","126.38","418","1","23","20","473.8","443.5","95.2778","443.5","0.869565","2019-03-20 16:00:57"
"477","PUF18a","3300","17040","NA","dccs","tn3gm6a3n8pg9g0bbdlvdb42q0","pub_KQryTydiNQ","6.64932","2018-10-09 10:10:08","40","38","5","1","1.89932","7","5","1190.2","1251","327.262","1251","0.714286","23","23","1172.3","1204","471.4","1204","1","2019-03-20 16:00:55"
"476","PUF18a","3300","17048","NA","dccs","sh40ua7pclmk8tpm8ijt61kjr1","pub_YBVKJ2A_g2","3.5","2018-10-09 10:09:16","40","28","4","0","3.82025","7","6","584","516.5","258.972","516.5","0.857143","23","12","548.167","548.5","145.643","548.5","0.521739","2019-03-20 16:00:53"
"475","PUF18a","3300","17036","NA","dccs","a8smrh4tlgb8vn476vlk3c0162","pub_b9taX_ry6~","7.54444","2018-10-09 10:10:20","40","35","4","1","3.16944","7","6","702.667","697","76.521","697","0.857143","23","19","735.211","651","257.561","651","0.826087","2019-03-20 16:00:51"
"474","PUF18a","3300","17049","NA","dccs","33jk46dg15hgbs9he22njhplo7","pub_IZkVDx4yvm","7.32051","2018-10-09 10:10:38","40","37","5","1","2.69551","7","7","942.714","867","268.888","867","1","23","20","835.55","775","241.955","775","0.869565","2019-03-20 16:00:50"
"473","PUF18a","3300","17049","NA","dccs","rp3fe8jugbebjc70uj39us8cj5","pub_aot1Wo3Yfg","7.06336","2018-10-09 10:10:40","40","37","5","1","2.43836","7","5","941.6","976","112.276","976","0.714286","23","22","803.636","695.5","270.175","695.5","0.956522","2019-03-20 16:00:49"
"472","PUF18a","3300","17299","NA","dccs","60qi223hjikf3a2f6i1o9saam7","pub_-nlgqHqffe","7.73596","2018-10-09 10:10:57","40","40","5","1","2.73596","7","7","1088.86","851","763.649","851","1","23","23","1189.43","1037","629.833","1037","1","2019-03-20 16:00:47"
"471","PUF18a","3300","16971","NA","dccs","g0l7o24tktpsl6e2ptvl9io185","pub_kHc~KpNmri","3.71795","2018-10-09 10:13:41","39","29","4","0","2.90022","6","3","788.667","789","13.5031","789","0.5","23","16","894.25","705.5","506.813","705.5","0.695652","2019-03-20 16:00:45"
"470","PUF18a","3300","17044","NA","dccs","ppcfre8j7kg9oal11jmlj4nc11","pub_rCeFwSKzh4","7.82716","2018-10-09 10:13:35","40","40","5","1","2.82716","7","7","854.857","816","127.658","816","1","23","23","874.391","786","374.637","786","1","2019-03-20 16:00:43"
"469","PUF18a","3300","17045","NA","dccs","vimkdkmk3kq5c32lvqq1fs54k0","pub_rj7y5hUezh","7.28073","2018-10-09 10:13:27","40","35","4","1","2.90573","7","4","851.5","787","183.776","787","0.571429","23","21","752.19","646","370.432","657","0.913043","2019-03-20 16:00:40"
"468","PUF18a","3300","16980","NA","dccs","vhunlm58i8eni1s03cmbmq5h02","pub_kLBr1BQF@3","2.05128","2018-10-09 10:16:52","39","16","2","0","3.07495","6","6","779.333","728","199.849","728","1","23","0","0","0","0","0","0","2019-03-20 16:00:33"
